ECONOMY,"1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"          Philippines",310,248,331,427.5,345.5,398.5,400.5,400.5,453,431.5,493.5,529.5,624.104,670.298,506.51,652.6230000000001,665.983,697.899,825.641,820.256,857.692,854.359,1040.8,1098.33,1100.14,1885.13,2724.91,2294.46,2555.13,3127.4,3401.13,4567.28,5741.15,5654.61,4968.72,4889.94,5273.54,4611.38,4805.71,5676.5,7021.66,7766.68,8116.8,8801.06,9750.56,11129,13304.1,17501.8,20407.6,24882,29414.2,36576.3,38078.25,32150.2,35208,36231,39680.52,41254.683,47410.117,50465.711,49077.54,38435.802,51496,48305,52099,56698,62100,58827.235355,57406.123708,68712.8974,67487.910712
"          Poland",594,691.9210000000001,630,761.75,775.5,831,868.75,919.75,984.75,975,1059.5,1145.25,1326,1503.5,1646.25,1770,2096.5,2227.75,2272,2526.5,2857.75,3141.5,3547.6,3872.3,4927.3,6432.3,8320.700000000001,10289.4,11024.2,10666,12238,14082,17020,13290,11220,11580,11760,11490,12070,12210,13960,13470,14320,13800,14500,14140,17240,22895,24440,25750,28230,27359.277,31747.233,35998.466,41132.913,53761.883,75046.61500000001,89437.378,110780.248,140146.451,170457.982,136502.777,159723.7484,188696.45073,185374.028,205031.70453,220052.22349,199123.74018,203816.35904,234363.88811,260607.05571
"          Portugal",172.386,156.915,185.53,262.922,236.87,218.539,253.809,284,299.861,288.313,288.696,290.47,325.913,331.165,370.261,417.496,517.67,583.617,627.304,695.652,733.913,822.7480000000001,945.774,1049.34,1297.92,1841.95,2276.56,1939.32,1810.59,1970.24,2414.31,3479.47,4639.54,4147.74,4164.34,4598.72,5200.41,5685.14,7241.61,9320.41,10989.3,12799.3,16421.8,16328.9,18374.2,15439.191,17971.632,22787.102,24586.52,23952.192,24774.4,24564.040553,24303.26404,24108.047,25907.829,31757.359,35786.803,38149.951,43332.08,52503.132,57136.677,44210.646,49406.063658,59616.622482,58089.791,62797.50869,63832.61428,55046.81945,55372.84164,62157.24644,68450.7972
"          Qatar",5,10,22,32,45,56,68,83,90,107,140,128,126,122,131,136,151,163,180.416,201.71,210.919,222.662,239.903,315.185,396.655,628.412,2014.89,1804.89,2209.56,2072.38,2390.69,3752.83,5680,5686,4341,3357,4513,3419,1849,1985,2210,2687,3641.213184,3209.805824,3840.692736,3245.415168,3212.941056,3557.1584,4500,5500,5030,7214,11594,10871,10978,13382,18684,25762,34051,42019.505,67307.143,48007.143,74964.478022,114448,132962,136855,131591.553318,77971.079,57310.548,67433.31323099999,86469.201459
"          Republic of Moldova","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",470,483,565,745,795,875,630,465,472,568,644,790,985.173,1091,1051.601,1341.798,1591.416,1282.981,1541.4866,2216.8,2161.9,2428.3,2339.5,1966.8,2044.6,2425,2706.9
"          Romania",160,"..","..","..","..",341,360,391,395,410.8,468.3,522.3,717,792.5,818,915,1000,1101.5,1186.2,1395.3,1468.5,1633.2,1850.8,2107.3,2601,3690.96,4874.45,5341.45,6137.65,7020.95,8086.4,9724.17,11400,11180,10120,10160,10720,10175,9760,10490,11390,10490,4960,4400,4500,4892,6151.3,7910,8084.5,8431.1,8299.6,8518.120000000001,10411.984,11393.838,13876.554,17662.278,23553.215,27687.537,32457.88,40488.203,49534.992,40567.11,49579.100133,63035.392656,57840.925,65854.73789,69724.78069,60594.96417,63533.8096,70761.22022,79670.79247
"          Russian Federation","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",42039,44297.4,67379,82419,89685,86895,74444,75551,105033,101884,107301,135929,183207,243798,303551,354403,471606,303388,400630,522011,529256,521836,496807,341419,281710,353548,444008
"          Rwanda","..","..",1,1,1,1,2,2,2,3,3,4,4,5,6,4,12,14,13.417,14.04,14.87,14.24,24.81,22.383,19.489,33.438,36.597,41.738,76.85299999999999,89.111,74.375,126.69,120.55,116.601,102.98,118.686,144.623,131.487,189.001,113.14,108.389,95.187,109,92.94029999999999,65.8139,65.3565,28.6402,51.8864,60.4497,86.8849,60.0535,60.4939,53.0013,86,65,63,98.15900000000001,124.62,147.3,176.77,267.67,235,297.28,464.2,590.8,703,723.1,682.04,726.54,1050.21,1108.287457
"          Saint Helena","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",1.145,0.545,1.164,0.745,1.236,5.573,0.573,0.209,0.673,2.164,6.88,7.67,7.34,5.46,3.93,4.58,6.72,8.529999999999999,6.3,8.800000000000001,8.970000000000001,10.85,18.58,21.8,21.24,20.1,21.05,24.58,34.41,30.69,30.85,36.94,44.232207,48.212,53.849,58.381,64.563,71.04637,77.79378871500001
"          Saint Kitts and Nevis","..","..",3,4,6,6,5,5,6,6,5,6,6,9.800000000000001,5,8.300000000000001,9.800000000000001,8.800000000000001,8.6,9.1,7,8.6,3.855,3.852,5.937,7.307,10.691,20.779,17.092,14.18,15.792,16.274,23.548,22.401,17.239,17.439,19.486,18.11,23.544,26.531,25.859,25.302,28,27,26,27,22,19,22,41,28,28,32.579985,31,39,41,40.247,34.306,39.706,34.379,51.168,37.674,32.013,44.886,46,55.682,56.844,55.4,51.081,50.283,53
"          Saint Lucia","..",0.688,0.927,1.091,1.237,1.528,3.331,3.634,4.224,4.312,4.157,5.893,5.049,7.185,7.113,7.385,9.130000000000001,10.515,11.58,10.613,8.773,11.398,12.963,10.069,11.781,15.715,22.179,22.466,22.687,26.547,30.76,39.689,70.3,50.8,49.9,62.9,50.963,61.556,90.96299999999999,81.852,123,114.519,134.037,118.963,132.37,133.778,117.481,109,80,61,62.2,55.7,43,44,44,62,79.782,64.22,93.746,98,164.022,165.956,214.515,160.087778,182.433,174.395,160.577387,180.311,119.657,127.002,96
"          Saint Pierre and Miquelon",2,3,0.818,1.309,0.52,1.046,0.966,1.309,1.115,1.808,1.625,1.811,1.811,2.467,1.673,1.236,1.43,1.333,1.535,1.357,1.037,1.14,2.701,2.575,4.175,5.294,5.235,6.299,8.161,3.46,3.767,4.477463,5.731306,7.121842,6.272863,5.847938,7.844377,7,16.385478,31,12.59,30.093,25.5267,30.1305,25.3126,5,12,10,3,5,4.5,4.2,5.5,5,5.4369206155,7.6983501762,8.041074543800001,6.792519,8.778874,8.268115999999999,10.271359,5.36228,5.726994,2.539,1.528,2.657,2.046429,0.778777,2.856883,4.548377,8
"          Saint Vincent and the Grenadines",1.568,1.157,1.227,1.511,2.035,1.914,2.491,2.12,2.813,3.709,3.364,3.866,3.482,3.37,3.558,3.687,3.773,3.746,3.915,3.587,3.737,3.79,3.537,3.005,3.43,5.167,7.124,7.556,9.369999999999999,9.91,16.294,14.556,15.438,24.037,32.222,41.037,53.559,63.246,63.815,52.333,85.259,74.593,82.7,67.11,78.09,57.8,50.4,42.66,46.37,46.18,50,49,47,41.48,38,38.16,36.61,39.881,38.107,47.714,52.206,49.064,41.516,38.432,43.042,49.188,48.048795,45.772,46.743,42.481,50
"          Samoa",4,5,4,4.822,4.939,5.428,6.194,7.034,5.132,5.271,8.253,9.295999999999999,6.768,5.486,7.805,7.226,7.016,5.794,4.582,4.362,5.323,6.421,4.703,6.291,5.013,6.558,12.648,7.122,6.848,14.736,11.094,18.133,17.217,10.782,13.325,17.713,19.43,16.189,10.5,11.811,15.089,12.873,8.86581,6.46344,5.80211,6.44594,3.60442,8.8127,10.1032,15.0374,14.5697,20.4006,65,62.67,71.468,87.124,85.437,87.17,65.14700000000001,97.467,71.991,45.976,70.25,66.264,76.102,62.108,50.922,58.928,56.04,44.402,45.985
"          Sao Tome and Principe",9,5,7,7,7,9,9,5.624,6.017,7.289,8.052,6.49,7.367,5.585,6,5.522,5.639,5.083,6.142,7.886,8.659000000000001,8.635,8.329000000000001,6.624,7.336,13.169,17.318,7.064,8.23,22.999,21.09,26.588,16.984,8.532,12,5,12.229,5.826,9.887000000000001,6.52,9.51,4.914,4.4,6.01291,5.4796,5.2,5.9,5.1,4.9,5.3,5,2.194828,3,2.619,4.956,6.569,5.4,6.8,7.7,6.8,10.632,8.117000000000001,10.93,11.042,12.17,12.89,17.22,11.31,13.64,15.590436,15.446542
"          Saudi Arabia",330,338,340,500,540,554.827,631.312,541.978,613.254,598.803,885.333,957.333,891.111,955.556,1046.67,1120,1186.67,1395.56,1651.11,1784.44,1944.44,2053.33,2371.11,3850.46,5491,8987.77,35554.9,29673.3,38286.1,43465.6,40734.5,63427.1,109083,119876,79077,45861,37545,27481,20185,23199,24377,28382,44417,47797,50280,42395,42614,50040,60729,60732,38822,50761,77583,68064,72453.3,93245.3,125997,180711,211305,233329,313462,192314,251143,364699,388401,375872,342432.533333,203550.133333,183579.466667,221834.933333,299100
"          Senegal",155,198,174,114,113,133,152,131,158,193,137.13,116.878,113.706,125.002,125.177,122.524,134.025,130.784,151.146,139.278,152.882,124.387,152.602,125.992,216.038,195.365,391.143,461.049,485.163,623.803,449.357,535.253,476.951,500.053,547.89,617.951,633.976,562.009,625.401,606.415,591.183,693.085,761.685,700.834,672.782,707.014,790.879,993.292,987.973,904.622,967.706,1027.13,920.081,1003,1067,1257,1509,1578.105,1593.97,1673.829,2170.481,2017.386,2161.128,2541.705,2531.665,2660.988,2750.172137,2611.671966,2640.276916,2989.04209,3517.433278
"          Serbia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",10972.082,8345.075999999999,9794.516,11779.478,11229,14610.779,14845.4,13376.3,14883.4,16995.7,19226.506632
"          Serbia and Montenegro","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",2480,300,400,1531,1841.746048,2367.984896,2858.166016,1497.405056,1723,1903,2275,2650,3979,5065,7212.3,9648,"_","_","_","_","_","_","_","_","_","_","_"
"          Seychelles",2,2,2,2,2,2,2,1.3,1.4,1.6,1.7,1.7,1.7,1.058,1.168,1.443,1.369,1.539,1.806,2.08,3.13,2.504,2.142,1.852,2.621,3.616,7.287,6.35,8.672000000000001,11.089,15.164,21.976,21.15,17.1,15.183,20.327,25.65,27.898,18.281,22.156,31.829,34.159,57.0263,48.9978,47.9058,51.1044,51.9719,53.2342,139.524,113.249,122.346,145.104,194,216,228,273.762,290.791,339.724,379.935,360.147,430.316,395.388,400.209,483.093,496.609,578.162,539.617,414.522,460.331404,546.570837,572.65246
"          Sierra Leone",21.52,25.946,19.46,28.126,28.392,33.404,31.836,28.616,36.904,51.366,54.642,54.67,82.964,82.237,57.484,81.04600000000001,95.172,88.438,82.922,70.178,95.976,106.02,100.992,97.767,114.505,131.432,143.951,117.656,98.649,135.924,169.713,199.786,223.662,150.47,111.412,119.345,133.337,130.279,144.322,130.013,106.455,137.764,137.636,145.053,148.921,118.187,115.671,42.2825,46.8202,17.1466,6.65188,6.2767,13.0333,29,48.669,92.25100000000001,138.59,158.498,231.037,245.238,215.667,230.662,341.226,349.709,1121.866,1916.973,1552,511.69441,600.0545530000001,639.346285,825.779271
"          Singapore",690.203,611.737,1005.48,1575.52,1082.57,866.975,877.428,1100.54,1120.14,1136.15,1025.73,1124.06,1135.82,1080.94,1116.22,1135.17,905.521,981.308,1102.17,1140.4,1271.06,1548.73,1553.63,1761.13,2189,3652.58,5809.58,5376.2,6585.45,8241.040000000001,10134.2,14233.2,19375.3,20967.3,20788,21832.6,24070.1,22812.3,22495,28686.1,39305.5,44661,52729.7,58966,63471.6,74011.7,96825.39999999999,118268,125014,124985,109895,114680,137804,121751,125177,159902,198637,229649,271807,299307.92,338176.022,269832.367,351867.092,409503.38,408393.227,410249.7,409303.7,346637.97815,338081.959536,373236.667619,412628.961646
"          Sint Maarten (Dutch part)","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",126.905028,130.726,164.341,132.38,128.933,131.821,122.944,165
"          Slovakia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",5460,6690,8580,8830,9635,10721.2,10211.291,11831.88,12594.756,14405.372,21837.272,27744.734,31889.281,41861.513,58515.542,71142.11900000001,56081.71,64663.544575,79830.43477399999,80611.564,85765.66595,86453.2801,75235.37948,77567.27256,84468.41894,94217.16335
"          Slovenia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",6681.16,6082.87,6827.85,8316.41,8312,8372,9048,8545.93,8769.772999999999,9266.575000000001,10365.679,12765.547,16361.365,19247.717,23229.867,30101.742,34127.93,26177.108,29200.113449,34681.844113,32162.655,34008.43066,35955.70545,31929.66759,32917.03679,38442.69758,44209.73193
"          Socialist Federal Republic of Yugoslavia",304,204,154,178,246.7,186,240.3,256.7,323.3,395,441.3,476.7,566.1,568.9,690.3,790.3,893,1091.5,1220.1,1251.7,1263.7,1474.5,1678.9,1818.68,2237.2,2852.6,3805,4072.3,4878.1,5254.3,5671,6491,8977.5,10939.7,10284.2,9913.5,10254.3,10699.6,10353,11442.7,12662.8,13460.3,14308,13953,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Solomon Islands",1,1.633,1.921,2.568,3.375,3.59,4.239,4.508,4.508,3.651,4.284,5.561,4.161,4.285,3.643,4.159,4.547,5.42,4.198,5.697,6.201,7.24,7.981,10.322,10.905,13.772,26.243,15.508,24.192,32.801,37.754,69.541,74.182,65.601,58.022,61.278,93.072,70.086,65.437,63.966,81.517,74.258,70.4177,83.94970000000001,102.454,128.99,142.125,168.37,161.644,156.637,117.977,126,69,47,58,74,97.224,103.428,121.478,164.552,210.064,164.805,223.744,418.242082,499.91,486.642,458.516539,400.401,437.303,499.715,620
"          Somalia",5,5,5,7,9,8,12,14,13,15,18,20,23,26.3,25.199984,31.799984,36.099984,33.199984,32.699984,27.799984,29.699984,32.5,31.399984,34.5,43,54.099984,62,88.59998400000001,94.799984,63,106.599984,111.799984,141,152,94,107,44,91,85,104,119,75,150,91,118,117,136,169.99,187,176.99,197.01,191,193,285,297.01,223,180,250,290,350,420,435,450,520,540,520,510,440,440,260,340
"          South Africa",1170.31,1155.83,1150.8,1388.8,1369.62,1379.98,1361.92,1545.04,1707.16,1880.76,1724.66,1920.8,1984.92,2139.34,2218.58,2359.14,2478.98,2546.74,2741.34,3010.98,3204.18,3356.92,3344.18,3482.83,4108.29,6063.87,8687.860000000001,8788.52,7850.01,9903.57,12771.6,18257.9,25525,20658,17673,18508,17163,16293,18385,21219,21871,22191,23549,23279,23440,24222,25308,27853,29221,31027,26362,26707,29983,29258,29723,36481.6,46145.7,51625.7,58175.1,69784.10000000001,80782.16,61676.812,91347.294532,108814.66297,99605.984,96153.485,93043.32304,80865.253384,76312.061581,88768.09907700001,93982.36917000001
"          Spain",373,403,389,482,458,482,464,446,442,476,486,501,725,710,736.667,735.333,919.833,935.167,1253.5,1362.07,1589.43,1900.14,2388.43,2964.37,3816.64,5197.58,7090.98,7690.49,8730.290000000001,10223.4,13114,18208.3,20720.1,20333.2,20497.7,19733.8,23564.5,24246.9,27206.3,34192.3,40341.2,43450.6,55521.4,58621,64839.9,64675.791,76640.928,97858.961,107095.28,100764.785,111865.6,104530.89915,114966.25314,116659.5,125687.226,156146.557,182622.843,192644.44,213716.851,253297.332,281493.199,227338.41,254417.58623,306550.78961,295250.252,317697.12452,324533.09557,282273.64394,289981.13182,319531.10469,345165.5899
"          Sri Lanka",305.623,297.706,328.23,399.84,315.42,329.28,379.89,407.4,364.35,353.22,359.31,368.34,384.51,379.68,379.89,363.51,393.96,409.29,357,347.658,341.881,321.889,341.545,343.558,338.17,410.187,527.11,569.2000000000001,572.278,760.801,844.877,980.957,1061.9,1088.12,1030.53,1063.11,1467.07,1333.32,1214.97,1392.7,1475.7,1544.54,1912.16,1986.66,2455.19,2858.69,3207.7,3797.79,4095.13,4638.75,4809.12,4594.06,5430.17,4816,4699.06,5125.15,5756.9,6346.79,6885.53,7740.09,8452.1,7345,8602.1,10236,9380,10208.4,11297.7,10504.9,10309.7,11360.4,11900
"          State of Palestine","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",394.177,339.467,382.423,394.846,372.148,400.857322,290.349091,240.867057,279.698109,312.68839,335.443398,366.708449,512.98282,558.445998,518.3554820000001,575.512917,759,1000.98709,1000.594,1098.708,824.981,798.082,724.670433,617.6225679200001
"          Sudan","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4066.499,4789.732,4350.21,3169.011,3093.639,4100.381,3484.682
"          Sudan (...2011)",98.696,104.756,95.078,180.248,122.817,127.555,116.011,145.043,191.792,147.685,124.655,191.734,182.086,169.939,212.898,226.279,197.076,195.123,203.192,212.955,233.085,247.673,298.413,328.478,357.151,434.176,350.431,437.909,554.337,661.045,517.554,534.507,542.68,656.8,498.065,623.538,628.692,373.893,333.324,503.924,509.08,671.778,374.1,305,319.3,417.3,502.6,555.6,620.3,594.2000000000001,595.75,780,1806.7,1699,1949,2542,3778,4824,5657,8879.25,11670.524,8257,11404,10193.432,"_","_","_","_","_","_","_"
"          Suriname",14.317,18.029,16.438,20.68,24.392,26.513,29.164,26.513,31.286,34.482,32.891,40.849,44.032,41.379,42.44,46.684,47.745,58.355,87.533,106.631,116.18,130.504,144.297,157.152,171.429,179.272,269.468,277.311,275.63,309.804,368.627,444.258,514.2859999999999,473.95,428.571,366.947,355.742,328.852,335.014,305.882,409.524,541.737,472.269,359.104,391.036,326,270.529,476.591,536.634,563.793,344.786,350.852,396.24,403,469,638,874,997,1175,1359,1743,1401.839,2025.567,2466.872,2694.8,2416.2,2112.757057,1652.3,1438.7,2034.5,2100
"          Sweden",1107.12,1150.83,1103.47,1783.42,1572.33,1480.51,1584.32,1726.78,1945.99,2138.13,2087.1,2207.53,2566.3,2744.52,2924.68,3202.65,3675.47,3970.84,4266.4,4527.56,4910.49,5694.53,6794.62,7463.41,8768.950000000001,12200.7,15939.4,17383.5,18434.9,19082.2,21789.7,27602.1,30905.5,28657.8,26807.6,27446,29378,30460.6,37262.7,44505.6,49746.8,51546.5,57537.7,55216.6,56119.5,49934,65822,80448.14999999999,84803.84,82766.618,84683.2,84968.86453799999,86917.306337,75644.879,81499.068,102104.164,123266.732,130961.94,147792.822,168817.02,183327.277,130780.729,158549.3728,186963.20401,172344.742,167509.88401,164644.99915,140023.52466,139290.65704,153109.5086,165970.69216
"          Switzerland, Liechtenstein",785.511,790.542,894.362,1072.73,1085.99,1181.12,1205.59,1285.63,1418.72,1535.35,1520.48,1663.41,1859.39,2017.4,2190.74,2387.86,2621.11,2941.04,3248.15,3467.91,3967.34,4575.63,5062.94,5737.65,6841.69,9527.940000000001,11933.7,12952.6,14834.7,17614.3,23560.1,26537.7,29632,27031,26018,25592,25851,27433,37455,45515,50704,51525,63784,61517,65674.944512,63184.556032,70360.02304,81641.111552,79747,76149.94022400001,78855.643136,80299.72070400001,80500,82144,91699,104822,122844,130929.632,147856.286,172078.12,200758.777,172474.146,195609.28,234819.26234,312464.102,357851.786494,311203.506805,289819.346556,302849.297715,299559.4128,310809.029124
"          Syrian Arab Republic",36,35,82.3,87.59999999999999,98.09999999999999,116,147.7,143.7,148.2,153.073,121.955,118.603,113.156,110.279,166.736,188.717,176.047,168.508,173.168,154.738,168.351,206.754,202.958,194.581,287.304,350.888,781.7619999999999,929.919,1074.28,1069.81,1059.77,1644.15,2107.69,2102.88,2026.37,1922.93,1853.43,1637.45,1324.56,1344,1344.56,3005.76,4212.03,3429.84,3093.1,3146.48,3046.77,3563.47,3999.11,3916.26,2889.98,3463.7,4633.027072,5248,6536.363,5730.663,7378,8708,10919.371,11545.71,15410,10855.12,12796.108,11000,4000,3000,2300,1600,1700,1800,2000
"          Tajikistan","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",111,350,490,750,770,745,595,690,785,650,738,797,914.9,909,1399,1468,1408.7,1010.3,1195.3,1256.8,1359.7,1161.8,977.3,890.6,899,1198,1208.782
"          Thailand",223,274,304,370,329,323,283,335,361,363.407,307.267,357.1,406.703,474.729,456.191,466.397,593.221,622.163,677.837,681.058,657.644,707.163,710.192,830.529,1081.3,1563.63,2444.11,2208.46,2980.23,3490.08,4085.44,5297.92,6505.41,7030.58,6944.66,6368.32,7412.83,7120.57,8875.85,11727,15952.7,20078.3,23068.3,28428.2,32472.4,36969.3,45261.2,56439.4,55720.7,57344.8,54477,58472.8,68962.5,64968,68108,80323.60000000001,96248.2,110936.42,129721.71,153867.44,177777.63,152422.24,193305.55,222575.75,229105.65,228504.9,227461.98,214309.59,215387.53,236634.66,252106.41
"          Timor-Leste","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",8,7.336,8.086,8.444000000000001,8.367000000000001,12.999,8.49,16.395,13.202,30.793,17.67,15.482722,18.048,20.045,23.478,46.783
